genes_99_60_59_62_82_28_30_20_8_24_19_78_23_80_78_41_67_84_60_32_21_60_10_71_67_38_54_26_99_24_41_2_56_98_35_33_72_50_23_39,1,0.022442437755309456,25.437314200834532,99,60,59,62,82,28,30,20,8,24,19,78,23,80,78,41,67,84,60,32,21,60,10,71,67,38,54,26,99,24,41,2,56,98,35,33,72,50,23,39
genes_0_53_100_24_91_55_98_10_7_51_25_69_5_77_32_67_46_30_12_32_80_88_28_27_81_0_68_41_5_31_46_0_62_84_52_7_22_93_65_54,2,0.028342613636733554,26.51685959987536,0,53,100,24,91,55,98,10,7,51,25,69,5,77,32,67,46,30,12,32,80,88,28,27,81,0,68,41,5,31,46,0,62,84,52,7,22,93,65,54
genes_22_38_100_99_63_81_66_37_23_52_25_70_18_12_19_66_9_89_89_92_58_41_16_50_33_88_58_38_62_77_10_29_93_46_41_8_0_77_19_12,1,0.04004461173785152,27.218455690940974,22,38,100,99,63,81,66,37,23,52,25,70,18,12,19,66,9,89,89,92,58,41,16,50,33,88,58,38,62,77,10,29,93,46,41,8,0,77,19,12
genes_31_83_77_80_61_37_91_2_4_16_96_54_11_78_56_84_66_89_87_52_77_97_71_71_74_74_36_44_42_63_43_56_22_91_8_92_82_32_85_67,2,0.04465233637907591,64.90634662127776,31,83,77,80,61,37,91,2,4,16,96,54,11,78,56,84,66,89,87,52,77,97,71,71,74,74,36,44,42,63,43,56,22,91,8,92,82,32,85,67
genes_100_75_89_72_15_54_90_69_6_86_80_14_27_57_15_67_100_71_3_32_40_21_46_0_81_34_41_53_91_66_61_11_56_97_11_87_68_54_19_9,2,0.0634429696658761,84.85791758332746,100,75,89,72,15,54,90,69,6,86,80,14,27,57,15,67,100,71,3,32,40,21,46,0,81,34,41,53,91,66,61,11,56,97,11,87,68,54,19,9
genes_90_80_25_78_100_81_48_34_18_69_30_51_5_93_77_72_48_2_99_68_66_18_4_4_44_84_19_44_79_21_40_90_51_85_8_86_37_66_92_24,4,0.06198281803630211,106.49917913501946,90,80,25,78,100,81,48,34,18,69,30,51,5,93,77,72,48,2,99,68,66,18,4,4,44,84,19,44,79,21,40,90,51,85,8,86,37,66,92,24
genes_97_78_89_14_82_5_48_53_11_47_80_56_26_93_15_20_98_6_56_65_78_97_72_5_39_88_30_55_99_21_46_47_25_45_8_29_40_59_91_70,4,0.07913061880482058,107.40830415637413,97,78,89,14,82,5,48,53,11,47,80,56,26,93,15,20,98,6,56,65,78,97,72,5,39,88,30,55,99,21,46,47,25,45,8,29,40,59,91,70
genes_95_53_50_24_88_51_98_56_7_51_87_77_5_55_32_88_46_30_99_83_63_78_46_43_77_38_9_41_5_91_46_90_37_15_52_29_38_58_100_51,3,0.08392120726335285,107.42397042113221,95,53,50,24,88,51,98,56,7,51,87,77,5,55,32,88,46,30,99,83,63,78,46,43,77,38,9,41,5,91,46,90,37,15,52,29,38,58,100,51
genes_96_44_47_74_21_64_5_14_9_46_85_63_62_53_61_62_9_26_74_32_72_100_15_18_38_26_19_47_82_50_94_3_100_84_42_86_0_15_50_69,7,0.07413246325670775,110.99851703956166,96,44,47,74,21,64,5,14,9,46,85,63,62,53,61,62,9,26,74,32,72,100,15,18,38,26,19,47,82,50,94,3,100,84,42,86,0,15,50,69
genes_51_80_76_74_68_81_13_35_11_43_66_57_28_12_85_41_9_9_99_33_97_97_60_5_34_33_24_77_85_11_34_41_12_87_8_0_69_17_100_50,8,0.06713389894771488,116.48637261316821,51,80,76,74,68,81,13,35,11,43,66,57,28,12,85,41,9,9,99,33,97,97,60,5,34,33,24,77,85,11,34,41,12,87,8,0,69,17,100,50
genes_97_48_91_14_87_33_43_53_44_47_43_52_25_83_15_38_67_6_92_86_67_98_26_25_44_88_30_92_86_20_27_47_25_84_52_54_40_59_100_30,2,0.061675565159043585,117.29441398125493,97,48,91,14,87,33,43,53,44,47,43,52,25,83,15,38,67,6,92,86,67,98,26,25,44,88,30,92,86,20,27,47,25,84,52,54,40,59,100,30
genes_63_38_56_7_82_49_46_13_8_69_96_52_5_73_22_47_72_37_93_32_12_100_60_1_62_89_58_79_85_41_68_2_56_99_99_79_40_19_94_23,4,0.06852846239714987,119.79254986472438,63,38,56,7,82,49,46,13,8,69,96,52,5,73,22,47,72,37,93,32,12,100,60,1,62,89,58,79,85,41,68,2,56,99,99,79,40,19,94,23
genes_88_49_50_50_34_35_93_35_93_72_92_52_19_78_17_67_100_64_74_63_79_89_26_28_34_29_24_49_85_20_65_64_98_54_9_75_37_59_15_30,5,0.10315148715942128,124.39606111724234,88,49,50,50,34,35,93,35,93,72,92,52,19,78,17,67,100,64,74,63,79,89,26,28,34,29,24,49,85,20,65,64,98,54,9,75,37,59,15,30
