genes_26_98_74_10_14_22_36_70_28_38_29_57_9_71_88_13_43_48_63_41_88_37_16_33_100_68_11_73_45_88_85_40_97_78_45_52_67_62_15_57,2,0.03870676071843311,40.94289093169563,26,98,74,10,14,22,36,70,28,38,29,57,9,71,88,13,43,48,63,41,88,37,16,33,100,68,11,73,45,88,85,40,97,78,45,52,67,62,15,57
genes_31_87_56_38_55_5_30_54_24_35_7_34_98_82_8_5_66_48_63_37_16_48_36_83_82_100_1_69_27_27_44_24_24_55_6_55_44_89_21_2,8,0.047182708927764126,70.8334075930765,31,87,56,38,55,5,30,54,24,35,7,34,98,82,8,5,66,48,63,37,16,48,36,83,82,100,1,69,27,27,44,24,24,55,6,55,44,89,21,2
genes_42_95_53_26_96_26_16_91_22_38_29_36_16_71_89_84_88_50_16_67_41_4_92_86_100_69_33_69_39_90_53_40_97_40_90_11_44_0_20_82,8,0.06470654019896235,91.40171663558027,42,95,53,26,96,26,16,91,22,38,29,36,16,71,89,84,88,50,16,67,41,4,92,86,100,69,33,69,39,90,53,40,97,40,90,11,44,0,20,82
genes_64_57_53_3_45_18_24_33_28_85_27_64_47_76_82_10_13_98_27_16_66_5_100_15_100_19_11_39_37_63_21_45_20_37_22_10_35_41_98_86,5,0.05178015888634805,100.59079860050525,64,57,53,3,45,18,24,33,28,85,27,64,47,76,82,10,13,98,27,16,66,5,100,15,100,19,11,39,37,63,21,45,20,37,22,10,35,41,98,86
genes_5_23_35_0_65_71_25_43_25_43_7_26_1_61_82_0_4_21_4_51_0_83_38_38_33_24_5_13_19_54_53_24_82_86_45_50_65_89_7_59,4,0.06819444256530863,108.22011459885809,5,23,35,0,65,71,25,43,25,43,7,26,1,61,82,0,4,21,4,51,0,83,38,38,33,24,5,13,19,54,53,24,82,86,45,50,65,89,7,59
genes_58_94_45_40_59_4_23_12_27_49_27_29_16_80_66_10_37_85_75_42_6_2_63_49_63_36_81_30_42_27_85_24_13_39_27_9_100_11_11_66,3,0.0705523894690107,142.72408091674325,58,94,45,40,59,4,23,12,27,49,27,29,16,80,66,10,37,85,75,42,6,2,63,49,63,36,81,30,42,27,85,24,13,39,27,9,100,11,11,66
genes_66_95_87_38_65_0_16_21_77_38_74_36_8_82_47_89_76_21_15_40_82_20_0_62_51_36_29_69_91_90_53_65_15_40_90_11_44_68_100_82,1,0.08014243035231412,148.87668968619846,66,95,87,38,65,0,16,21,77,38,74,36,8,82,47,89,76,21,15,40,82,20,0,62,51,36,29,69,91,90,53,65,15,40,90,11,44,68,100,82
genes_8_54_58_76_20_4_18_58_30_95_30_63_3_80_66_89_34_15_12_42_64_12_35_99_63_54_67_20_32_71_53_40_13_40_15_79_56_11_11_71,5,0.06859651731144414,175.90463948296266,8,54,58,76,20,4,18,58,30,95,30,63,3,80,66,89,34,15,12,42,64,12,35,99,63,54,67,20,32,71,53,40,13,40,15,79,56,11,11,71
genes_58_85_84_40_57_4_68_35_24_38_29_34_8_24_85_85_76_14_63_7_93_37_4_75_35_100_26_35_32_80_99_55_77_51_69_86_32_21_87_2,4,0.09046570278031361,178.97376942608514,58,85,84,40,57,4,68,35,24,38,29,34,8,24,85,85,76,14,63,7,93,37,4,75,35,100,26,35,32,80,99,55,77,51,69,86,32,21,87,2
genes_94_23_91_4_58_70_30_49_22_75_13_18_47_54_51_98_43_82_0_5_14_36_6_100_62_65_4_67_14_18_69_35_48_40_73_87_24_38_32_82,7,0.07594756804276688,181.1828855083891,94,23,91,4,58,70,30,49,22,75,13,18,47,54,51,98,43,82,0,5,14,36,6,100,62,65,4,67,14,18,69,35,48,40,73,87,24,38,32,82
