genes_31_55_92_40_63_8_27_4_64_75_82_23_20_8_37_45_31_27_62_61_67_20_49_57_91_45_16_20_49_85_36_78_79_17_5_65_62_21_61_87,0,0.0,0.0,31,55,92,40,63,8,27,4,64,75,82,23,20,8,37,45,31,27,62,61,67,20,49,57,91,45,16,20,49,85,36,78,79,17,5,65,62,21,61,87
genes_82_88_59_64_79_76_61_60_10_0_81_43_7_44_0_66_49_81_66_86_96_20_27_58_97_9_59_21_87_59_87_62_39_100_58_40_16_59_57_25,1,0.020623503232335378,19.15748078619195,82,88,59,64,79,76,61,60,10,0,81,43,7,44,0,66,49,81,66,86,96,20,27,58,97,9,59,21,87,59,87,62,39,100,58,40,16,59,57,25
genes_52_90_89_58_58_4_73_61_21_63_75_0_28_34_0_16_72_19_62_16_39_2_50_58_14_9_89_4_30_23_39_62_18_21_46_1_99_39_40_46,1,0.03856911226992077,28.721285808936404,52,90,89,58,58,4,73,61,21,63,75,0,28,34,0,16,72,19,62,16,39,2,50,58,14,9,89,4,30,23,39,62,18,21,46,1,99,39,40,46
genes_0_44_24_55_61_0_72_60_23_82_73_0_20_85_30_96_28_16_60_87_72_45_22_42_6_40_92_97_49_72_62_48_55_20_0_39_50_72_47_30,1,0.04646055728322389,34.31866024968447,0,44,24,55,61,0,72,60,23,82,73,0,20,85,30,96,28,16,60,87,72,45,22,42,6,40,92,97,49,72,62,48,55,20,0,39,50,72,47,30
genes_14_94_26_76_86_87_61_67_64_18_98_20_6_62_0_48_27_68_91_59_36_7_87_46_90_92_92_65_49_23_35_73_50_100_82_27_95_45_14_39,1,0.0607165067422673,57.46265830052276,14,94,26,76,86,87,61,67,64,18,98,20,6,62,0,48,27,68,91,59,36,7,87,46,90,92,92,65,49,23,35,73,50,100,82,27,95,45,14,39
genes_2_87_59_31_84_93_47_49_73_71_77_43_95_44_37_65_94_48_60_86_21_20_11_51_97_14_89_29_52_24_30_3_23_80_32_65_10_60_5_39,3,0.0661803670790127,68.14768650535389,2,87,59,31,84,93,47,49,73,71,77,43,95,44,37,65,94,48,60,86,21,20,11,51,97,14,89,29,52,24,30,3,23,80,32,65,10,60,5,39
genes_17_47_87_29_53_99_61_76_31_89_73_9_5_67_90_64_16_22_62_4_94_20_91_58_9_25_7_21_59_75_98_22_35_92_72_37_73_50_47_38,3,0.047936585090448895,72.37578309472579,17,47,87,29,53,99,61,76,31,89,73,9,5,67,90,64,16,22,62,4,94,20,91,58,9,25,7,21,59,75,98,22,35,92,72,37,73,50,47,38
genes_93_93_25_34_95_76_96_82_19_98_65_28_23_49_39_17_92_9_24_76_50_11_21_57_97_9_86_30_30_85_87_62_18_49_70_41_99_58_65_86,4,0.06494996146007347,74.14181970279489,93,93,25,34,95,76,96,82,19,98,65,28,23,49,39,17,92,9,24,76,50,11,21,57,97,9,86,30,30,85,87,62,18,49,70,41,99,58,65,86
genes_14_42_28_55_63_79_62_0_73_80_38_16_6_0_0_67_28_68_28_63_19_67_37_58_94_50_92_90_49_21_42_78_48_49_82_69_100_60_60_37,5,0.08353345736205395,85.42744868531581,14,42,28,55,63,79,62,0,73,80,38,16,6,0,0,67,28,68,28,63,19,67,37,58,94,50,92,90,49,21,42,78,48,49,82,69,100,60,60,37
genes_90_47_33_58_58_99_27_74_80_76_73_9_9_50_32_20_28_39_62_61_60_17_91_58_54_16_89_21_59_52_99_22_59_0_50_32_66_12_70_93,7,0.06626413659619673,88.8991103096633,90,47,33,58,58,99,27,74,80,76,73,9,9,50,32,20,28,39,62,61,60,17,91,58,54,16,89,21,59,52,99,22,59,0,50,32,66,12,70,93
genes_88_44_26_31_91_80_99_78_80_82_35_11_11_50_32_20_28_39_23_63_60_35_86_57_47_86_77_32_47_54_87_37_15_76_82_40_85_79_70_13,4,0.06750811049875581,100.14912503918643,88,44,26,31,91,80,99,78,80,82,35,11,11,50,32,20,28,39,23,63,60,35,86,57,47,86,77,32,47,54,87,37,15,76,82,40,85,79,70,13
genes_29_23_89_49_72_83_99_51_16_89_84_43_17_28_56_35_96_18_15_98_69_22_47_58_90_40_5_32_59_26_36_78_75_99_67_92_71_47_0_46,4,0.06954967070367665,102.3462643260225,29,23,89,49,72,83,99,51,16,89,84,43,17,28,56,35,96,18,15,98,69,22,47,58,90,40,5,32,59,26,36,78,75,99,67,92,71,47,0,46
genes_88_47_90_34_57_76_27_52_100_86_70_20_23_50_91_91_96_16_60_10_55_11_30_7_9_42_13_28_62_27_62_2_18_49_70_6_62_56_95_38,6,0.0668672818253228,112.3399856523394,88,47,90,34,57,76,27,52,100,86,70,20,23,50,91,91,96,16,60,10,55,11,30,7,9,42,13,28,62,27,62,2,18,49,70,6,62,56,95,38
genes_88_56_46_39_57_61_77_0_19_55_68_21_20_8_93_98_65_14_42_25_67_7_18_67_13_22_49_49_55_28_76_57_47_51_61_32_62_6_5_23,5,0.06710988944158981,113.1384879258949,88,56,46,39,57,61,77,0,19,55,68,21,20,8,93,98,65,14,42,25,67,7,18,67,13,22,49,49,55,28,76,57,47,51,61,32,62,6,5,23
genes_92_52_84_55_33_77_96_97_19_50_97_21_23_35_20_13_93_41_43_89_45_16_46_50_95_58_15_97_28_29_39_78_23_58_79_65_92_84_8_44,2,0.09128250336375018,116.00054275800036,92,52,84,55,33,77,96,97,19,50,97,21,23,35,20,13,93,41,43,89,45,16,46,50,95,58,15,97,28,29,39,78,23,58,79,65,92,84,8,44
